date,neutral,sadness,anger,joy,fear
21-04-2020,34.96637848,30.35542747,7.588856868,9.702209414,17.38712776
22-04-2020,33.16378433,29.19633774,7.222787386,18.61648016,11.80061038
23-04-2020,38.51851852,29.1005291,6.560846561,11.32275132,14.4973545
24-04-2020,35.16609393,31.27147766,8.476517755,10.88201604,14.20389462
25-04-2020,26.64576803,30.72100313,10.553814,12.74817137,19.33124347
26-04-2020,30.11811024,29.42913386,13.09055118,10.82677165,16.53543307
27-04-2020,30.56633049,27.61830877,8.378588053,11.24903026,22.18774244
28-04-2020,28.12219227,28.75112309,8.086253369,14.28571429,20.75471698
29-04-2020,32.31597846,33.12387792,8.707360862,12.74685817,13.1059246
30-04-2020,26.0178117,34.4783715,10.17811705,16.15776081,13.16793893
