date,total_score,count,normalised_score
2020-02-01,6.201200000000001,68,0.09119411764705884
2020-02-02,-1.6963000000000066,148,-0.011461486486486532
2020-02-03,8.243199999999998,85,0.09697882352941174
2020-02-04,-2.9260999999999986,60,-0.04876833333333331
2020-02-05,0.32040000000000024,53,0.006045283018867929
2020-02-06,-1.8624000000000003,49,-0.03800816326530613
2020-02-07,-7.542400000000002,72,-0.10475555555555559
2020-02-08,0.2716000000000002,61,0.004452459016393445
2020-02-09,6.6419,65,0.10218307692307692
2020-02-10,-1.3788000000000005,72,-0.019150000000000007
2020-02-11,0.41729999999999945,60,0.006954999999999991
2020-02-12,2.032599999999999,76,0.02674473684210525
2020-02-13,0.6357000000000003,33,0.01926363636363637
2020-02-14,-30.844499999999996,119,-0.2591974789915966
2020-02-15,-8.904099999999998,54,-0.1648907407407407
2020-02-16,0.3594000000000006,33,0.010890909090909109
2020-02-17,1.1565999999999999,32,0.036143749999999995
2020-02-18,-10.373099999999999,75,-0.138308
2020-02-19,-0.9834999999999999,44,-0.022352272727272724
2020-02-20,4.693599999999998,47,0.099863829787234
2020-02-21,-1.9412,30,-0.06470666666666666
2020-02-22,-3.4372999999999996,30,-0.11457666666666665
2020-02-23,3.5799000000000003,43,0.08325348837209302
2020-02-24,6.0955,44,0.1385340909090909
2020-02-25,4.887600000000001,61,0.08012459016393444
2020-02-26,9.7857,74,0.1322391891891892
2020-02-27,2.3520999999999987,109,0.021578899082568794
2020-02-28,5.221000000000003,124,0.04210483870967744
2020-02-29,1.8922000000000008,88,0.021502272727272734
2020-03-01,-2.359800000000001,88,-0.0268159090909091
2020-03-02,-7.195899999999998,96,-0.07495729166666665
2020-03-03,-2.8646999999999987,123,-0.023290243902439015
2020-03-04,4.908999999999998,205,0.023946341463414626
2020-03-05,21.672199999999993,242,0.08955454545454543
2020-03-06,12.583599999999997,218,0.0577229357798165
2020-03-07,3.9013000000000035,144,0.027092361111111136
2020-03-08,5.125799999999996,124,0.04133709677419352
2020-03-09,8.8975,196,0.04539540816326531
2020-03-10,19.965800000000005,182,0.10970219780219782
2020-03-11,18.8777,264,0.0715064393939394
2020-03-12,40.37789999999999,306,0.13195392156862742
2020-03-13,53.08279999999996,397,0.13370982367758177
2020-03-14,56.66839999999994,427,0.13271288056206076
2020-03-15,147.5480999999998,580,0.2543932758620686
2020-03-16,106.3643,642,0.16567647975077882
2020-03-17,129.9227,885,0.14680531073446326
2020-03-18,68.1473,504,0.13521289682539683
2020-03-19,93.29420000000002,503,0.18547554671968194
2020-03-20,96.23160000000011,734,0.13110572207084484
2020-03-21,82.28039999999996,716,0.11491675977653626
2020-03-22,511.6365999999997,1772,0.28873397291196373
2020-03-23,351.67830000000134,1994,0.17636825476429355
2020-03-24,325.44610000000046,2132,0.15264826454033792
2020-03-25,197.6863999999999,1388,0.14242536023054747
2020-03-26,505.08340000000004,2972,0.16994730820995962
2020-03-27,289.3333000000005,2512,0.11518045382165626
2020-03-28,0.45979999999996085,5155,8.91949563530477e-05
2020-03-29,170.72470000000018,4795,0.03560473409801881
2020-03-30,64.1703999999999,4594,0.01396830648672179
2020-03-31,199.35110000000026,3368,0.05918975653206659
2020-04-01,233.4620999999999,2836,0.08232090973201689
2020-04-02,-93.72560000000003,3702,-0.025317558076715298
2020-04-03,162.47309999999945,3103,0.052360006445375265
2020-04-04,214.44959999999998,2159,0.09932820750347382
2020-04-05,226.68610000000012,2364,0.09589090524534692
2020-04-06,284.50750000000033,2428,0.11717771828665582
2020-04-07,1219.2552000000023,4340,0.2809343778801849
2020-04-08,429.2398000000013,3339,0.12855339922132414
2020-04-09,478.57290000000125,3210,0.14908813084112188
2020-04-10,315.14630000000045,2946,0.10697430414120856
2020-04-11,222.3862000000001,2532,0.087830252764613
2020-04-12,223.77570000000034,2140,0.1045680841121497
2020-04-13,369.485400000001,2836,0.13028399153737694
2020-04-14,568.8880999999991,4794,0.11866668752607407
2020-04-15,197.59900000000016,3441,0.057424876489392665
2020-04-16,224.29110000000043,4122,0.05441317321688511
2020-04-17,344.4326000000005,2961,0.11632306653157734
2020-04-18,289.9281000000011,2993,0.09686872702973642
2020-04-19,373.6593000000003,3207,0.11651365762394772
2020-04-20,268.44600000000037,2548,0.10535557299843029
2020-04-21,296.142800000001,3760,0.07876138297872366
2020-04-22,194.57390000000072,3658,0.053191334062329336
2020-04-23,217.04570000000032,3132,0.06929939335887622
2020-04-24,348.99490000000003,2888,0.12084310941828257
2020-04-25,307.69960000000117,2632,0.1169071428571433
2020-04-26,401.262800000001,2862,0.1402036338225021
2020-04-27,356.44900000000035,2677,0.13315240941352274
2020-04-28,344.5050000000002,3028,0.11377311756935278
2020-04-29,317.6202,3208,0.09900879052369077
2020-04-30,281.44700000000046,2679,0.10505673758865265
