date,neutral,sadness,anger,joy,fear
16-04-2020,34.72259968,15.64526148,13.87389836,13.76616066,21.99207982
17-04-2020,34.92999517,16.08501736,12.96985999,14.46881394,21.54631354
18-04-2020,33.46408131,16.55442076,13.30052299,15.31601539,21.36495954
19-04-2020,32.17193487,16.33979885,14.76293103,14.66834291,22.05699234
20-04-2020,33.09509654,17.20862305,13.14911986,14.72975418,21.81740636
21-04-2020,33.43589528,17.40997826,13.07717349,14.62085333,21.45609964
22-04-2020,32.24638942,16.58720492,12.84612261,16.7136477,21.60663535
23-04-2020,33.68796106,16.90420033,11.95112159,15.67973102,21.776986
24-04-2020,33.78405461,16.9627595,12.25906846,15.77563747,21.21847997
25-04-2020,29.30756658,17.29932552,13.57818651,17.61699777,22.19792362
26-04-2020,25.17785251,17.74830673,13.26481315,20.60341969,23.20560792
27-04-2020,31.64096075,18.33277624,13.80718174,15.19195874,21.02712253
28-04-2020,33.37619282,17.99972267,12.17461458,15.16217272,21.28729721
29-04-2020,33.09296681,19.65878302,11.41200045,15.50857981,20.3276699
30-04-2020,32.44675672,20.39589912,10.56936581,16.41882399,20.16915437
