date,neutral,sadness,anger,joy,fear
19-04-2020,24.60243218,23.69816027,15.31025881,15.52853134,20.8606174
20-04-2020,26.68759812,23.62637363,18.40659341,14.48194662,16.79748823
21-04-2020,27.31382979,26.46276596,14.86702128,13.88297872,17.47340426
22-04-2020,26.38053581,26.51722253,15.17222526,11.97375615,19.95626025
23-04-2020,26.59642401,24.8403576,16.76245211,12.32439336,19.47637292
24-04-2020,25.69252078,26.83518006,13.19252078,14.02354571,20.25623269
25-04-2020,24.05015198,27.58358663,13.90577508,15.04559271,19.41489362
26-04-2020,22.39692523,27.42837177,13.13766597,17.7847659,19.25227114
27-04-2020,25.66305566,28.46469929,13.44788943,13.41053418,19.01382144
28-04-2020,26.71730515,26.12285337,12.38441215,15.71994716,19.05548217
29-04-2020,25.87281796,31.51496259,12.68703242,12.37531172,17.54987531
30-04-2020,24.33743934,31.65360209,11.98208287,15.11758119,16.90929451
