Feb,-1,73519,0,45082,1,55974
mar-1-10,-1,61091,0,44361,1,63833
mar-11-20,-1,118859,0,86342,1,152873
mar-21-31,-1,272427,0,201734,1,426904
apr-1-5,-1,141556,0,102521,1,204649
apr-6-10,-1,129372,0,101041,1,213333
apr-11-15,-1,120443,0,99082,1,194327
apr-16-20,-1,130789,0,99246,1,201953
apr-21-25,-1,127912,0,97229,1,207708
apr-26-30,-1,119512,0,95138,1,196763
,,,,,,
,,,,,,
,,1295480,,971776,,1918317
,,,,,,
,,,,,,
,,,,,,
,,,,4185573,,
