date,neutral_count,sadness_count,anger_count,joy_count,fear_count,total_count,neutral_count_pct,sadness_count_pct,anger_count_pct,joy_count_pct,fear_count_pct
2020-04-06,187,143,74,77,71,552,33.8768115942029,25.905797101449274,13.405797101449277,13.949275362318842,12.862318840579709
2020-04-07,466,396,69,155,81,1167,39.93144815766924,33.933161953727506,5.912596401028278,13.281919451585262,6.940874035989718
2020-04-08,259,272,77,98,70,776,33.376288659793815,35.051546391752574,9.922680412371134,12.628865979381443,9.02061855670103
2020-04-09,202,237,75,122,66,702,28.774928774928775,33.76068376068376,10.683760683760683,17.37891737891738,9.401709401709402
2020-04-10,246,249,52,122,126,795,30.943396226415093,31.32075471698113,6.540880503144654,15.345911949685535,15.849056603773585
2020-04-11,155,231,71,85,82,624,24.83974358974359,37.019230769230774,11.378205128205128,13.62179487179487,13.141025641025642
2020-04-12,123,160,83,46,60,472,26.059322033898308,33.89830508474576,17.584745762711865,9.745762711864407,12.711864406779661
2020-04-13,169,246,69,75,105,664,25.451807228915662,37.04819277108434,10.391566265060241,11.295180722891567,15.813253012048193
2020-04-14,152,165,52,53,46,468,32.47863247863248,35.256410256410255,11.11111111111111,11.324786324786325,9.82905982905983
2020-04-15,75,233,41,37,43,429,17.482517482517483,54.312354312354316,9.557109557109557,8.624708624708624,10.023310023310025
2020-04-16,202,289,50,78,49,668,30.239520958083833,43.26347305389221,7.48502994011976,11.676646706586826,7.335329341317365
2020-04-17,89,179,48,45,48,409,21.76039119804401,43.76528117359413,11.7359413202934,11.00244498777506,11.7359413202934
2020-04-18,85,131,38,39,42,335,25.37313432835821,39.1044776119403,11.343283582089553,11.641791044776118,12.53731343283582
2020-04-19,58,106,49,35,29,277,20.938628158844764,38.26714801444043,17.689530685920577,12.63537906137184,10.469314079422382
2020-04-20,66,84,37,26,23,236,27.966101694915253,35.59322033898305,15.677966101694915,11.016949152542372,9.745762711864407
2020-04-21,83,153,38,45,19,338,24.556213017751478,45.26627218934911,11.242603550295858,13.313609467455622,5.621301775147929
2020-04-22,190,389,73,130,33,815,23.31288343558282,47.73006134969325,8.957055214723926,15.950920245398773,4.049079754601228
2020-04-23,55,144,39,60,24,322,17.080745341614907,44.72049689440994,12.111801242236025,18.633540372670808,7.453416149068323
2020-04-24,113,230,113,87,44,587,19.250425894378196,39.182282793867124,19.250425894378196,14.821124361158432,7.495741056218058
2020-04-25,79,164,98,56,58,455,17.36263736263736,36.043956043956044,21.53846153846154,12.307692307692308,12.747252747252746
2020-04-26,73,148,73,54,31,379,19.261213720316622,39.050131926121374,19.261213720316622,14.24802110817942,8.179419525065963
2020-04-27,68,160,123,43,36,430,15.813953488372093,37.2093023255814,28.604651162790695,10.0,8.372093023255815
2020-04-28,74,170,80,57,39,420,17.61904761904762,40.476190476190474,19.047619047619047,13.571428571428571,9.285714285714286
2020-04-29,86,91,47,40,26,290,29.655172413793103,31.379310344827587,16.206896551724135,13.793103448275861,8.96551724137931
2020-04-30,53,89,37,42,20,241,21.991701244813278,36.92946058091287,15.352697095435685,17.42738589211618,8.29875518672199
