date,neutral_count,positive_count,negative_count,total,neutral_count_pct,positive_count_pct,negative_count_pct
2020-04-20,458,1143,1011,2612,17.534456355283307,43.75957120980092,38.70597243491577
2020-04-21,613,1522,1149,3284,18.666260657734473,46.34591961023142,34.987819732034104
2020-04-22,463,1316,920,2699,17.15450166728418,48.75879955539089,34.08669877732493
2020-04-23,441,1487,932,2860,15.41958041958042,51.99300699300699,32.58741258741259
2020-04-24,407,1166,892,2465,16.511156186612578,47.302231237322516,36.18661257606491
2020-04-25,470,1146,803,2419,19.429516329061595,47.374948325754445,33.19553534518396
2020-04-26,454,1253,1007,2714,16.72807663964628,46.16801768607222,37.1039056742815
2020-04-27,451,1281,972,2704,16.678994082840237,47.374260355029584,35.946745562130175
2020-04-28,443,1176,888,2507,17.67052253689669,46.90865576386119,35.420821699242126
2020-04-29,389,1115,968,2472,15.736245954692556,45.105177993527505,39.15857605177994
2020-04-30,407,1147,800,2354,17.289719626168225,48.72557349192863,33.98470688190314
