date,neutral_count,positive_count,negative_count,total,neutral_count_pct,positive_count_pct,negative_count_pct
2020-03-19,430,836,525,1791,24.00893355667225,46.67783361250698,29.313232830820766
2020-03-20,648,1532,849,3029,21.39319907560251,50.57774843182569,28.029052492571804
2020-03-21,698,1880,1097,3675,18.993197278911563,51.156462585034014,29.85034013605442
2020-03-22,1701,3850,1895,7446,22.844480257856567,51.70561375235025,25.449905989793177
2020-03-23,4820,9190,5561,19571,24.628276531602882,46.95723264013081,28.414490828266313
2020-03-24,9174,17686,8007,34867,26.311411936788364,50.7241804571658,22.96440760604583
2020-03-25,4953,11631,5097,21681,22.844887228448872,53.646049536460495,23.509063235090633
2020-03-26,5812,13373,6415,25600,22.703125,52.23828124999999,25.058593750000004
2020-03-27,5332,12419,5924,23675,22.521647307286166,52.45617740232312,25.02217529039071
2020-03-28,6738,15958,8537,31233,21.573335894726732,51.09339480677488,27.33326929849838
2020-03-29,5546,12848,7124,25518,21.733678187945763,50.34877341484443,27.917548397209814
2020-03-30,6054,12907,7101,26062,23.229222622975982,49.52421149566418,27.246565881359835
2020-03-31,4731,10582,5772,21085,22.437751956367087,50.187336969409536,27.37491107422338
2020-04-01,4052,9251,4803,18106,22.37932177178836,51.09356014580801,26.52711808240362
2020-04-02,4229,10994,5527,20750,20.380722891566265,52.98313253012048,26.636144578313253
2020-04-03,4657,10346,4425,19428,23.970557957586987,53.25303685402511,22.776405188387894
2020-04-04,4238,9164,3976,17378,24.387156174473475,52.73334100586949,22.879502819657038
2020-04-05,4022,9201,3940,17163,23.43413156208122,53.609508827128124,22.956359610790656
2020-04-06,3519,8735,3816,16070,21.89794648413192,54.35594275046671,23.74611076540137
2020-04-07,4087,10197,4072,18356,22.265199389845282,55.55131837001526,22.183482240139462
2020-04-08,4547,10577,4362,19486,23.33470183721646,54.27999589448835,22.385302268295188
2020-04-09,4036,10271,4278,18585,21.716437987624428,55.26499865482917,23.01856335754641
